locustag_ID;locustag;GenBank Accession;Molweight (kDa);length (nt);Transmembrane Helices (JGI);No_of_disordered_domains;length_of_disordered_domains;percentage_of_discordered_domain;tool_for_disordered_domains;Localisation(DavidLeaSmith);NbofTMHs(DavidLeaSmith);nr_of_interactions(Sato);self interaction(Sato);interactions(Sato)
slr1800-5UTR;slr1800;NP_440149;NA;76;0;7;172;6.789473684;VLXT;Soluble proteins;0;5;no no;sll0041 slr0288 slr0869 sll0447 sll0872
slr1800-as;slr1800;NP_440149;NA;59;0;7;172;8.745762712;VLXT;Soluble proteins;0;5;no no;sll0041 slr0288 slr0869 sll0447 sll0872
slr1800-as2;slr1800;NP_440149;NA;42;0;7;172;12.28571429;VLXT;Soluble proteins;0;5;no no;sll0041 slr0288 slr0869 sll0447 sll0872
slr1812;slr1812;NP_441064;19.066;477;0;NA;NA;NA;NA;Soluble proteins;0;9;no no;sll1353 ssr0757 slr1760 sll1595 sll1371 slr0120 slr0978 slr1391 slr1230
slr1821;slr1821;NP_441081;38.982;1101;4;NA;NA;NA;NA;TM;3;4;no no;slr1957 slr0040 slr1950 sll0771
slr1821-5UTR;slr1821;NP_441081;NA;54;4;NA;NA;NA;NA;TM;3;4;no no;slr1957 slr0040 slr1950 sll0771
slr1827;slr1827;NP_440744;NA;996;0;NA;NA;NA;NA;NA;NA;3;no no;slr0818 sll0861 slr1204
slr1827-as;slr1827;NP_440744;NA;166;0;NA;NA;NA;NA;NA;NA;3;no no;slr0818 sll0861 slr1204
slr1842;slr1842;NP_440770;33.173;939;0;NA;NA;NA;NA;Soluble proteins;0;7;no no;slr0994 slr0546 sll0944 sll0985 ssl2542 slr1455 slr1791
slr1842-3UTR;slr1842;NP_440770;NA;79;0;NA;NA;NA;NA;Soluble proteins;0;7;no no;slr0994 slr0546 sll0944 sll0985 ssl2542 slr1455 slr1791
slr1842-5UTR;slr1842;NP_440770;NA;30;0;NA;NA;NA;NA;Soluble proteins;0;7;no no;slr0994 slr0546 sll0944 sll0985 ssl2542 slr1455 slr1791
slr1847;slr1847;NP_440399;12.135;345;0;NA;NA;NA;NA;Soluble proteins;0;5;no no;sll1173 sll1625 slr0646 slr0360 slr0451
slr1847-5UTR;slr1847;NP_440399;NA;90;0;NA;NA;NA;NA;Soluble proteins;0;5;no no;sll1173 sll1625 slr0646 slr0360 slr0451
slr1847-as;slr1847;NP_440399;NA;149;0;NA;NA;NA;NA;Soluble proteins;0;5;no no;sll1173 sll1625 slr0646 slr0360 slr0451
slr1848;slr1848;NP_440400;46.533;1305;0;NA;NA;NA;NA;Soluble proteins;0;3;no no;sll2012 sll0596 slr1495
slr1851;slr1851;NP_440405;NA;489;0;NA;NA;NA;NA;Soluble proteins;0;5;no no;slr1968 slr1272 sll1354 sll0488 sll1446
slr1851-5UTR;slr1851;NP_440405;NA;75;0;NA;NA;NA;NA;Soluble proteins;0;5;no no;slr1968 slr1272 sll1354 sll0488 sll1446
slr1902;slr1902;NP_440680;NA;426;0;NA;NA;NA;NA;NA;NA;5;no no;sll0865 slr0846 sll1408 sll5042 sll1620
slr1902-5UTR;slr1902;NP_440680;NA;27;0;NA;NA;NA;NA;NA;NA;5;no no;sll0865 slr0846 sll1408 sll5042 sll1620
slr1906;slr1906;NP_440447;NA;585;0;NA;NA;NA;NA;NA;NA;6;no no;sll0418 sll0505 sll0936 slr0852 sll0242 sll1624
slr1906-5UTR;slr1906;NP_440447;NA;28;0;NA;NA;NA;NA;NA;NA;6;no no;sll0418 sll0505 sll0936 slr0852 sll0242 sll1624
slr1956;slr1956;NP_441496;NA;519;1;NA;NA;NA;NA;NA;NA;2;no no;slr0749 ssr2803
slr1956-5UTR;slr1956;NP_441496;NA;93;1;NA;NA;NA;NA;NA;NA;2;no no;slr0749 ssr2803
slr1964;slr1964;NP_441509;NA;405;0;NA;NA;NA;NA;NA;NA;3;no no;slr0876 ssr3572 sll0135
slr1966;slr1966;NP_441511;NA;630;0;NA;NA;NA;NA;NA;NA;6;no no;sll1831 slr1968 sll1343 slr0557 slr0994 sll1119
slr1966-3UTR;slr1966;NP_441511;NA;70;0;NA;NA;NA;NA;NA;NA;6;no no;sll1831 slr1968 sll1343 slr0557 slr0994 sll1119
slr1966-5UTR;slr1966;NP_441511;NA;31;0;NA;NA;NA;NA;NA;NA;6;no no;sll1831 slr1968 sll1343 slr0557 slr0994 sll1119
slr1971;slr1971;NP_441520;31.476;852;1;NA;NA;NA;NA;PM;0;6;no no;slr0789 slr0794 slr0959 slr1603 sll1653 sll1028
slr1974;slr1974;NP_441526;50.825;1359;0;NA;NA;NA;NA;unknown;0;11;no no;sll0865 slr0653 sll2005 sll0149 sll1236 slr1098 sll0270 slr0733 sll1003 slr1591 sll0184
slr1974-3UTR;slr1974;NP_441526;NA;86;0;NA;NA;NA;NA;unknown;0;11;no no;sll0865 slr0653 sll2005 sll0149 sll1236 slr1098 sll0270 slr0733 sll1003 slr1591 sll0184
slr1974-5UTR;slr1974;NP_441526;NA;272;0;NA;NA;NA;NA;unknown;0;11;no no;sll0865 slr0653 sll2005 sll0149 sll1236 slr1098 sll0270 slr0733 sll1003 slr1591 sll0184
slr1978;slr1978;NP_441535;33.778;876;4;NA;NA;NA;NA;PM;4;7;no no;slr1761 sll0779 slr0054 sll1372 slr0797 slr1603 sll1799
slr1978-5UTR;slr1978;NP_441535;NA;30;4;NA;NA;NA;NA;PM;4;7;no no;slr1761 sll0779 slr0054 sll1372 slr0797 slr1603 sll1799
slr1992;slr1992;NP_441201;16.646;465;0;NA;NA;NA;NA;Soluble proteins;0;9;no no;sll0068 sll1625 slr2130 sll1434 ssl0105 slr1293 slr1364 sll0661 slr0208
slr1992-3UTR;slr1992;NP_441201;NA;188;0;NA;NA;NA;NA;Soluble proteins;0;9;no no;sll0068 sll1625 slr2130 sll1434 ssl0105 slr1293 slr1364 sll0661 slr0208
slr1992-5UTR;slr1992;NP_441201;NA;23;0;NA;NA;NA;NA;Soluble proteins;0;9;no no;sll0068 sll1625 slr2130 sll1434 ssl0105 slr1293 slr1364 sll0661 slr0208
slr2005;slr2005;NP_440569;27.975;786;0;NA;NA;NA;NA;Soluble proteins;0;3;no no;sll1231 sll1003 slr1204
slr2005-3UTR;slr2005;NP_440569;NA;166;0;NA;NA;NA;NA;Soluble proteins;0;3;no no;sll1231 sll1003 slr1204
slr2005-5UTR;slr2005;NP_440569;NA;142;0;NA;NA;NA;NA;Soluble proteins;0;3;no no;sll1231 sll1003 slr1204
slr2037;slr2037;NP_440419;NA;903;0;NA;NA;NA;NA;NA;NA;4;no no;sll0041 slr1505 sll1516 slr2025
slr2051;slr2051;NP_440438;28.901;750;0;NA;NA;NA;NA;Soluble proteins;0;7;no no;slr1874 sll0776 sll0726 slr1742 sll1868 sll0222 sll0735
slr2051-3UTR;slr2051;NP_440438;NA;132;0;NA;NA;NA;NA;Soluble proteins;0;7;no no;slr1874 sll0776 sll0726 slr1742 sll1868 sll0222 sll0735
slr2051-5UTR;slr2051;NP_440438;NA;44;0;NA;NA;NA;NA;Soluble proteins;0;7;no no;slr1874 sll0776 sll0726 slr1742 sll1868 sll0222 sll0735
slr2080;slr2080;NP_441289;17.421;453;0;NA;NA;NA;NA;Soluble proteins;0;2;no no;ssr3532 sll1526
slr2092;slr2092;NP_441303;NA;402;0;NA;NA;NA;NA;NA;NA;8;no no;sll1003 slr1229 sll0270 slr1901 slr0676 sll0080 sll1250 sll0669
slr2098;slr2098;NP_441312;139.33;3786;6;NA;NA;NA;NA;PM;6;23;no no;slr0954 slr0992 sll1750 sll0020 slr0536 slr1020 slr0798 sll1499 slr1122 sll0266 slr0556 slr1661 sll0931 slr1535 sll1092 slr0664 slr1931 sll0781 slr1070 slr1862 slr2100 sll1414 slr0252
slr2098-5UTR;slr2098;NP_441312;NA;16;6;NA;NA;NA;NA;PM;6;23;no no;slr0954 slr0992 sll1750 sll0020 slr0536 slr1020 slr0798 sll1499 slr1122 sll0266 slr0556 slr1661 sll0931 slr1535 sll1092 slr0664 slr1931 sll0781 slr1070 slr1862 slr2100 sll1414 slr0252
slr2098-as;slr2098;NP_441312;NA;86;6;NA;NA;NA;NA;PM;6;23;no no;slr0954 slr0992 sll1750 sll0020 slr0536 slr1020 slr0798 sll1499 slr1122 sll0266 slr0556 slr1661 sll0931 slr1535 sll1092 slr0664 slr1931 sll0781 slr1070 slr1862 slr2100 sll1414 slr0252
slr2098-as2;slr2098;NP_441312;NA;114;6;NA;NA;NA;NA;PM;6;23;no no;slr0954 slr0992 sll1750 sll0020 slr0536 slr1020 slr0798 sll1499 slr1122 sll0266 slr0556 slr1661 sll0931 slr1535 sll1092 slr0664 slr1931 sll0781 slr1070 slr1862 slr2100 sll1414 slr0252
slr2099;slr2099;NP_441313;40.363;1101;0;NA;NA;NA;NA;Soluble proteins;0;4;no no;sll1358 slr1566 slr0810 slr0978
slr2099-5UTR;slr2099;NP_441313;NA;60;0;NA;NA;NA;NA;Soluble proteins;0;4;no no;sll1358 slr1566 slr0810 slr0978
slr2104;slr2104;NP_441318;NA;2853;1;NA;NA;NA;NA;PM;1;5;no no;slr0978 slr1752 ssl1493 slr1305 slr0304
slr2104-3UTR;slr2104;NP_441318;NA;167;1;NA;NA;NA;NA;PM;1;5;no no;slr0978 slr1752 ssl1493 slr1305 slr0304
slr2104-5UTR;slr2104;NP_441318;NA;51;1;NA;NA;NA;NA;PM;1;5;no no;slr0978 slr1752 ssl1493 slr1305 slr0304
slr2144;slr2144;NP_441047;33.503;906;0;NA;NA;NA;NA;Soluble proteins;0;3;no no;sll0837 slr0793 sll0408
slr2144-5UTR;slr2144;NP_441047;NA;4;0;NA;NA;NA;NA;Soluble proteins;0;3;no no;sll0837 slr0793 sll0408
ssl0294;ssl0294;NP_442001;7.8328;213;0;NA;NA;NA;NA;PM;0;10;no no;sll0178 sll2005 slr0585 slr1103 sll1647 sll0236 sll1942 sll1696 sll0103 slr1117
ssl0294-3UTR;ssl0294;NP_442001;NA;230;0;NA;NA;NA;NA;PM;0;10;no no;sll0178 sll2005 slr0585 slr1103 sll1647 sll0236 sll1942 sll1696 sll0103 slr1117
ssl0294-5UTR;ssl0294;NP_442001;NA;51;0;NA;NA;NA;NA;PM;0;10;no no;sll0178 sll2005 slr0585 slr1103 sll1647 sll0236 sll1942 sll1696 sll0103 slr1117
ssl0787;ssl0787;NP_442175;12.685;354;0;NA;NA;NA;NA;PM;0;3;no no;slr1676 slr0525 sll0267
ssl2807;ssl2807;NA;10.38;288;NA;NA;NA;NA;NA;NA;NA;5;no no;slr1495 sll0021 sll1442 sll1293 sll1442
ssl2807-3UTR;ssl2807;NA;NA;60;NA;NA;NA;NA;NA;NA;NA;5;no no;slr1495 sll0021 sll1442 sll1293 sll1442
ssl2807-5UTR;ssl2807;NA;NA;267;NA;NA;NA;NA;NA;NA;NA;5;no no;slr1495 sll0021 sll1442 sll1293 sll1442
ssl2999;ssl2999;NA;NA;234;NA;NA;NA;NA;NA;Soluble proteins;0;5;no no;sll1543 sll0865 sll1325 sll1296 sll1543
ssl2999-3UTR;ssl2999;NA;NA;61;NA;NA;NA;NA;NA;Soluble proteins;0;5;no no;sll1543 sll0865 sll1325 sll1296 sll1543
ssl2999-5UTR;ssl2999;NA;NA;54;NA;NA;NA;NA;NA;Soluble proteins;0;5;no no;sll1543 sll0865 sll1325 sll1296 sll1543
ssl3451;ssl3451;NP_440634;9.1165;246;0;NA;NA;NA;NA;unknown;0;2;no no;sll0698 sll0698
ssl3451-5UTR;ssl3451;NP_440634;NA;73;0;NA;NA;NA;NA;unknown;0;2;no no;sll0698 sll0698
ssr0757;ssr0757;NA;NA;285;NA;NA;NA;NA;NA;unknown;0;2;no no;sll0149 slr1812
ssr0757-5UTR;ssr0757;NA;NA;46;NA;NA;NA;NA;NA;unknown;0;2;no no;sll0149 slr1812
ssr0854;ssr0854;NA;6.0165;174;NA;NA;NA;NA;NA;NA;NA;4;no no;slr1811 slr0675 slr1667 sll0488
ssr0854-5UTR;ssr0854;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;4;no no;slr1811 slr0675 slr1667 sll0488
ssr1552;ssr1552;NA;8.9309;231;NA;NA;NA;NA;NA;unknown;0;4;no no;slr1788 slr1028 slr0376 slr0376
ssr2201;ssr2201;NP_441400;8.4003;219;0;NA;NA;NA;NA;NA;NA;6;no no;sll0178 sll1231 sll0865 sll1253 sll1356 slr1440
ssr2201-5UTR;ssr2201;NP_441400;NA;29;0;NA;NA;NA;NA;NA;NA;6;no no;sll0178 sll1231 sll0865 sll1253 sll1356 slr1440
ssr2787;ssr2787;NA;9.2623;234;NA;NA;NA;NA;NA;unknown;0;4;no no;sll0586 sll0149 ssl0707 sll0587
ssr2787-3UTR;ssr2787;NA;NA;345;NA;NA;NA;NA;NA;unknown;0;4;no no;sll0586 sll0149 ssl0707 sll0587
ssr2787-5UTR;ssr2787;NA;NA;46;NA;NA;NA;NA;NA;unknown;0;4;no no;sll0586 sll0149 ssl0707 sll0587
ssr2803;ssr2803;NP_441685;NA;252;0;NA;NA;NA;NA;NA;NA;6;no no;slr1212 sll1334 slr1956 slr1164 slr1818 sll0310
ssr2803-3UTR;ssr2803;NP_441685;NA;134;0;NA;NA;NA;NA;NA;NA;6;no no;slr1212 sll1334 slr1956 slr1164 slr1818 sll0310
ssr2803-5UTR;ssr2803;NP_441685;NA;15;0;NA;NA;NA;NA;NA;NA;6;no no;slr1212 sll1334 slr1956 slr1164 slr1818 sll0310
ssr2843;ssr2843;NP_440545;NA;264;0;NA;NA;NA;NA;NA;NA;8;no no;slr1041 slr0692 sll0309 sll1027 slr1969 sll0270 slr0445 sll0309
ssr2843-3UTR;ssr2843;NP_440545;NA;6;0;NA;NA;NA;NA;NA;NA;8;no no;slr1041 slr0692 sll0309 sll1027 slr1969 sll0270 slr0445 sll0309
ssr2843-5UTR;ssr2843;NP_440545;NA;48;0;NA;NA;NA;NA;NA;NA;8;no no;slr1041 slr0692 sll0309 sll1027 slr1969 sll0270 slr0445 sll0309
ssr3451;ssr3451;NP_440412;9.4485;246;1;NA;NA;NA;NA;TM;1;5;no no;sll0833 slr0774 sll1614 slr0114 ssl3389
ssr3451-5UTR;ssr3451;NP_440412;NA;57;1;NA;NA;NA;NA;TM;1;5;no no;sll0833 slr0774 sll1614 slr0114 ssl3389
ssr3532;ssr3532;NP_441288;9.1704;243;0;NA;NA;NA;NA;NA;NA;4;no no;sll0296 sll0912 slr1881 slr2080
ssr3532-5UTR;ssr3532;NP_441288;NA;48;0;NA;NA;NA;NA;NA;NA;4;no no;sll0296 sll0912 slr1881 slr2080
sll0007;sll0007;NP_442134;21.249;576;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1902 slr1699 sll0007 sll0007
sll0007-5UTR;sll0007;NP_442134;NA;31;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1902 slr1699 sll0007 sll0007
sll0007-as;sll0007;NP_442134;NA;129;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1902 slr1699 sll0007 sll0007
sll0042;sll0042;NP_442715;17.707;492;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll0042 sll0572 slr1645 sll0042
sll0070;sll0070;NP_442200;32.634;855;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0577 sll0070 sll0424 slr1614 sll0070
sll0070-5UTR;sll0070;NP_442200;NA;47;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0577 sll0070 sll0424 slr1614 sll0070
sll0148;sll0148;NP_441876;78.5;2208;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr0152 ssr2755 sll0148 sll0350 sll0148
sll0148-3UTR;sll0148;NP_441876;NA;42;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr0152 ssr2755 sll0148 sll0350 sll0148
sll0148-5UTR;sll0148;NP_441876;NA;32;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr0152 ssr2755 sll0148 sll0350 sll0148
sll0148-as;sll0148;NP_441876;NA;113;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr0152 ssr2755 sll0148 sll0350 sll0148
sll0236;sll0236;NP_441286;63.918;1677;0;NA;NA;NA;NA;Soluble proteins;0;4;yes yes;sll1902 ssl0294 sll0236 sll0236
sll0236-5UTR;sll0236;NP_441286;NA;72;0;NA;NA;NA;NA;Soluble proteins;0;4;yes yes;sll1902 ssl0294 sll0236 sll0236
sll0293;sll0293;NP_441975;18.583;513;1;NA;NA;NA;NA;Soluble proteins;0;3;yes yes;sll0242 sll0293 sll0293
sll0293-5UTR;sll0293;NP_441975;NA;33;1;NA;NA;NA;NA;Soluble proteins;0;3;yes yes;sll0242 sll0293 sll0293
sll0296;sll0296;NP_441964;20.996;561;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0296 sll1250 sll1761 ssr3532 sll0296
sll0309;sll0309;NP_442106;26.949;699;0;NA;NA;NA;NA;Soluble proteins;0;6;yes yes;ssr2843 sll0309 ssl0750 sll0053 ssr2843 sll0309
sll0309-5UTR;sll0309;NP_442106;NA;196;0;NA;NA;NA;NA;Soluble proteins;0;6;yes yes;ssr2843 sll0309 ssl0750 sll0053 ssr2843 sll0309
sll0336;sll0336;NP_442022;36.396;981;0;NA;NA;NA;NA;unknown;0;7;yes yes;sll0728 slr0958 slr0480 sll0336 sll0728 sll1324 sll0336
sll0336-3UTR;sll0336;NP_442022;NA;228;0;NA;NA;NA;NA;unknown;0;7;yes yes;sll0728 slr0958 slr0480 sll0336 sll0728 sll1324 sll0336
sll0336-5UTR;sll0336;NP_442022;NA;45;0;NA;NA;NA;NA;unknown;0;7;yes yes;sll0728 slr0958 slr0480 sll0336 sll0728 sll1324 sll0336
sll0336-as;sll0336;NP_442022;NA;22;0;NA;NA;NA;NA;unknown;0;7;yes yes;sll0728 slr0958 slr0480 sll0336 sll0728 sll1324 sll0336
sll0359;sll0359;NP_441848;14.082;387;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll0359 sll0822 sll0359 slr1204
sll0359-3UTR;sll0359;NP_441848;NA;3;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll0359 sll0822 sll0359 slr1204
sll0359-5UTR;sll0359;NP_441848;NA;65;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll0359 sll0822 sll0359 slr1204
sll0446;sll0446;NP_442988;120.98;3219;0;NA;NA;NA;NA;unknown;0;10;yes yes;sll1193 sll0445 sll0449 ssl3076 sll0446 slr1198 sll1555 sll0461 slr0668 sll0446
sll0446-as;sll0446;NP_442988;NA;31;0;NA;NA;NA;NA;unknown;0;10;yes yes;sll1193 sll0445 sll0449 ssl3076 sll0446 slr1198 sll1555 sll0461 slr0668 sll0446
sll0451;sll0451;NP_442982;17.612;465;0;NA;NA;NA;NA;Small ribosomal protein;0;3;yes yes;sll0451 slr1708 sll0451
sll0507;sll0507;NP_442757;45.305;1164;2;NA;NA;NA;NA;PM;9;7;yes yes;slr0121 sll0533 sll0507 slr0473 slr1052 sll0507 ssr0536
sll0507-3UTR;sll0507;NP_442757;NA;23;2;NA;NA;NA;NA;PM;9;7;yes yes;slr0121 sll0533 sll0507 slr0473 slr1052 sll0507 ssr0536
sll0507-5UTR;sll0507;NP_442757;NA;20;2;NA;NA;NA;NA;PM;9;7;yes yes;slr0121 sll0533 sll0507 slr0473 slr1052 sll0507 ssr0536
sll0563;sll0563;NP_443057;23.417;633;0;NA;NA;NA;NA;Soluble proteins;0;3;yes yes;sll1231 sll0563 sll0563
sll0596;sll0596;NP_442538;26.325;735;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr1848 sll1077 sll1757 sll0596 sll0596
sll0596-3UTR;sll0596;NP_442538;NA;82;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr1848 sll1077 sll1757 sll0596 sll0596
sll0596-5UTR;sll0596;NP_442538;NA;58;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;slr1848 sll1077 sll1757 sll0596 sll0596
sll0606;sll0606;NP_442294;50.68;1431;1;NA;NA;NA;NA;PM;1;9;yes yes;sll0641 sll0606 sll1945 sll0915 slr2046 sll0354 slr1604 slr1230 sll0606
sll0639;sll0639;NP_440300;45.927;1254;0;8;98;0.234449761;VLXT;Soluble proteins;0;4;yes yes;sll0639 sll1427 slr0484 sll0639
sll0639-3UTR;sll0639;NP_440300;NA;206;0;8;98;1.427184466;VLXT;Soluble proteins;0;4;yes yes;sll0639 sll1427 slr0484 sll0639
sll0639-5UTR;sll0639;NP_440300;NA;30;0;8;98;9.8;VLXT;Soluble proteins;0;4;yes yes;sll0639 sll1427 slr0484 sll0639
sll0639-as;sll0639;NP_440300;NA;66;0;8;98;4.454545455;VLXT;Soluble proteins;0;4;yes yes;sll0639 sll1427 slr0484 sll0639
sll0643;sll0643;NP_440293;22.012;621;0;7;45;0.217391304;VLXT;Soluble proteins;0;2;yes yes;sll0643 sll0643
sll0643-3UTR;sll0643;NP_440293;NA;227;0;7;45;0.594713656;VLXT;Soluble proteins;0;2;yes yes;sll0643 sll0643
sll0643-5UTR;sll0643;NP_440293;NA;41;0;7;45;3.292682927;VLXT;Soluble proteins;0;2;yes yes;sll0643 sll0643
sll0750;sll0750;NP_442073;43.435;1152;0;NA;NA;NA;NA;Large ribosomal protein;0;11;yes yes;slr2094 sll0314 slr1594 sll0750 sll1143 sll1356 sll1359 slr0733 sll1443 sll1291 sll0750
sll0750-as;sll0750;NP_442073;NA;256;0;NA;NA;NA;NA;Large ribosomal protein;0;11;yes yes;slr2094 sll0314 slr1594 sll0750 sll1143 sll1356 sll1359 slr0733 sll1443 sll1291 sll0750
sll0776;sll0776;NP_442655;55.213;1518;1;NA;NA;NA;NA;PM;0;16;yes yes;sll1435 slr0171 slr1644 slr1926 ssr1391 slr0152 sll1653 sll0776 sll1318 sll1488 sll0310 slr2051 slr0312 sll0776 slr0602 slr1032
sll0776-as;sll0776;NP_442655;NA;62;1;NA;NA;NA;NA;PM;0;16;yes yes;sll1435 slr0171 slr1644 slr1926 ssr1391 slr0152 sll1653 sll0776 sll1318 sll1488 sll0310 slr2051 slr0312 sll0776 slr0602 slr1032
sll0781;sll0781;NP_442650;18.634;468;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0488 sll0780 sll0781 slr2098 sll0781
sll0781-3UTR;sll0781;NP_442650;NA;244;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0488 sll0780 sll0781 slr2098 sll0781
sll0781-5UTR;sll0781;NP_442650;NA;102;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0488 sll0780 sll0781 slr2098 sll0781
sll0790;sll0790;NP_442637;NA;1377;2;NA;NA;NA;NA;NA;NA;6;yes yes;slr0975 sll0657 sll0789 sll0790 sll0790 sll0789
sll0790-as;sll0790;NP_442637;NA;156;2;NA;NA;NA;NA;NA;NA;6;yes yes;slr0975 sll0657 sll0789 sll0790 sll0790 sll0789
sll0797;sll0797;NP_442627;NA;705;0;NA;NA;NA;NA;NA;NA;7;yes yes;sll0797 slr0937 slr1147 sll0798 sll0798 slr1147 sll0797
sll0797-5UTR;sll0797;NP_442627;NA;22;0;NA;NA;NA;NA;NA;NA;7;yes yes;sll0797 slr0937 slr1147 sll0798 sll0798 slr1147 sll0797
sll0947;sll0947;NP_441944;21.895;576;0;NA;NA;NA;NA;NA;NA;3;yes yes;sll1773 sll0947 sll0947
sll1003;sll1003;NP_440365;75.56;1986;0;15;145;0.219033233;VLXT;Soluble proteins;0;28;yes yes;sll0286 sll0754 sll1252 slr1974 slr0546 sll1908 slr2092 slr2005 sll0513 sll0413 sll0532 slr0392 ssl2502 ssr2049 ssr2848 slr1909 sll1003 sll1799 slr0116 slr0938 sll0209 slr0697 sll1003 sll0377 sll1143 sll1599 slr0083 slr0642
sll1003-5UTR;sll1003;NP_440365;NA;189;0;15;145;2.301587302;VLXT;Soluble proteins;0;28;yes yes;sll0286 sll0754 sll1252 slr1974 slr0546 sll1908 slr2092 slr2005 sll0513 sll0413 sll0532 slr0392 ssl2502 ssr2049 ssr2848 slr1909 sll1003 sll1799 slr0116 slr0938 sll0209 slr0697 sll1003 sll0377 sll1143 sll1599 slr0083 slr0642
sll1072;sll1072;NP_440628;25.182;672;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1072 sll0099 sll0995 sll1072
sll1119;sll1119;NP_440692;NA;1086;0;NA;NA;NA;NA;NA;NA;6;yes yes;slr1968 slr1966 slr1196 sll1119 slr0919 sll1119
sll1119-3UTR;sll1119;NP_440692;NA;127;0;NA;NA;NA;NA;NA;NA;6;yes yes;slr1968 slr1966 slr1196 sll1119 slr0919 sll1119
sll1119-5UTR;sll1119;NP_440692;NA;36;0;NA;NA;NA;NA;NA;NA;6;yes yes;slr1968 slr1966 slr1196 sll1119 slr0919 sll1119
sll1119-as;sll1119;NP_440692;NA;111;0;NA;NA;NA;NA;NA;NA;6;yes yes;slr1968 slr1966 slr1196 sll1119 slr0919 sll1119
sll1172;sll1172;NP_441602;40.414;1149;0;NA;NA;NA;NA;Soluble proteins;0;3;yes yes;sll1172 slr1369 sll1172
sll1172-3UTR;sll1172;NP_441602;NA;152;0;NA;NA;NA;NA;Soluble proteins;0;3;yes yes;sll1172 slr1369 sll1172
sll1172-5UTR;sll1172;NP_441602;NA;18;0;NA;NA;NA;NA;Soluble proteins;0;3;yes yes;sll1172 slr1369 sll1172
sll1222;sll1222;NP_441416;24.229;639;0;NA;NA;NA;NA;unknown;0;9;yes yes;sll1477 sll1222 sll1594 sll1011 slr0697 slr0442 sll1222 sll1763 slr1025
sll1225;sll1225;NP_441412;NA;450;0;NA;NA;NA;NA;Soluble proteins;0;4;yes yes;sll0041 sll1225 ssl2420 sll1225
sll1239;sll1239;NP_441392;20.608;537;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1350 sll1239 sll0488 sll1239
sll1355;sll1355;NP_440873;20.737;546;0;NA;NA;NA;NA;unknown;0;4;yes yes;slr0733 sll1355 sll1250 sll1355
sll1355-5UTR;sll1355;NP_440873;NA;32;0;NA;NA;NA;NA;unknown;0;4;yes yes;slr0733 sll1355 sll1250 sll1355
sll1355-as;sll1355;NP_440873;NA;29;0;NA;NA;NA;NA;unknown;0;4;yes yes;slr0733 sll1355 sll1250 sll1355
sll1367;sll1367;NP_442838;30.065;786;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1367 sll1949 slr1549 sll1367
sll1367-3UTR;sll1367;NP_442838;NA;319;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1367 sll1949 slr1549 sll1367
sll1367-5UTR;sll1367;NP_442838;NA;51;0;NA;NA;NA;NA;unknown;0;4;yes yes;sll1367 sll1949 slr1549 sll1367
sll1440;sll1440;NP_441623;26.404;693;0;NA;NA;NA;NA;Soluble proteins;0;5;yes yes;sll0862 sll1440 sll2005 sll1440 slr0011
sll1442;sll1442;NP_441620;NA;348;0;NA;NA;NA;NA;unknown;0;7;yes yes;ssl2807 sll1277 slr0366 sll1442 slr0772 sll1442 ssl2807
sll1512;sll1512;NP_440318;15.247;408;0;3;37;0.272058824;PrDOS;unknown;0;4;yes yes;sll1454 sll0041 sll1512 sll1512
sll1512-3UTR;sll1512;NP_440318;NA;106;0;3;37;1.047169811;PrDOS;unknown;0;4;yes yes;sll1454 sll0041 sll1512 sll1512
sll1512-5UTR;sll1512;NP_440318;NA;318;0;3;37;0.349056604;PrDOS;unknown;0;4;yes yes;sll1454 sll0041 sll1512 sll1512
